country,ifs,id,year,enp_lt,enp_mol,enp_gol,rgdpe,rent ,formgov,elecsys,demstock,ethfrac,elections,bi_elections
Haiti,HTI,16,1995,4.484620643,3.249973719,3.819570033,9678.899414,1.225194625,1,2,-261,0.0135912,1,1
Haiti,HTI,16,1996,1.450010524,1.038760542,1.238533208,11191.76758,0.942846829,1,2,-257,0.0135912,2,1
Haiti,HTI,16,1997,1.450010524,1.038760542,1.238533208,11819.74805,0.993748301,1,2,-253,0.0135912,2,0
Haiti,HTI,16,1998,1.450010524,1.038760542,1.238533208,11980.19824,0.778425984,1,2,-249,0.0135912,2,0
Haiti,HTI,16,1999,1.450010524,1.038760542,1.238533208,13316.25879,0.619397719,1,2,-248,0.0135912,2,0
Haiti,HTI,16,2000,1.450010524,1.038760542,1.238533208,15028.7002,0.602199882,1,2,-249,0.0135912,2,0
Haiti,HTI,16,2001,1.286461251,1.006246124,1.14988617,14504.58984,0.674835081,1,2,-250,0.0135912,3,1
Haiti,HTI,16,2002,1.286461251,1.006246124,1.14988617,14406.73047,0.692006971,1,2,-251,0.0135912,3,0
Haiti,HTI,16,2003,1.286461251,1.006246124,1.14988617,13745.58594,0.845124103,1,2,-252,0.0135912,3,0
Haiti,HTI,16,2006,1.286461251,1.006246124,1.14988617,14272.48438,0.749763874,1,2,-248,0.0135912,3,0
Haiti,HTI,16,2007,4.746246973,3.677664757,3.829812747,15250.75781,0.652893167,1,2,-245,0.0135912,4,1
Haiti,HTI,16,2008,4.746246973,3.677664757,3.829812747,14847.78027,0.640002686,1,2,-242,0.0135912,4,0
Haiti,HTI,16,2009,4.746246973,3.677664757,3.829812747,15668.60156,0.594349316,1,2,-240,0.0135912,4,0
Haiti,HTI,16,2010,4.746246973,3.677664757,3.829812747,14562.57129,1.192176463,1,2,-240,0.0135912,4,0
Kazakhstan,KAZ,17,2000,3.165509877,2.211783546,2.639821742,93261.50781,24.62252532,1,2,-22,0.6884735,2,1
Kazakhstan,KAZ,17,2001,3.165509877,2.211783546,2.639821742,100002.3906,19.59758842,1,2,-24,0.6884735,2,0
Kazakhstan,KAZ,17,2002,3.165509877,2.211783546,2.639821742,106928.9063,19.6277246,1,2,-27,0.6884735,2,0
Kazakhstan,KAZ,17,2003,3.16875,2.260898438,2.672350235,120300.6875,20.38519763,1,2,-31,0.6884735,2,0
Kazakhstan,KAZ,17,2005,2.662325999,1.553505585,2.064107602,158455.2656,27.71041834,1,2,-37,0.6884735,3,1
Kazakhstan,KAZ,17,2006,2.662325999,1.553505585,2.064107602,193030.0625,26.85098043,1,2,-40,0.6884735,3,0
Kazakhstan,KAZ,17,2007,2.662325999,1.553505585,2.064107602,221491.8906,23.5320425,1,2,-44,0.6884735,3,0
Kazakhstan,KAZ,17,2008,1.090124358,1.01E+00,1.090124358,256353.0781,27.59905466,1,1,-47,0.6884735,4,1
Kazakhstan,KAZ,17,2009,1.090124358,1.01E+00,1.090124358,245628.2969,17.58900218,1,1,-50,0.6884735,4,0
Kazakhstan,KAZ,17,2010,1.090124358,1.01E+00,1.090124358,294694.875,21.02865939,1,1,-53,0.6884735,4,0
Kenya,KEN,18,1993,2.836597111,1.560034422,2.150899588,52380.83984,6.764173716,1,2,-111,0.8332538,1,1
Kenya,KEN,18,1994,2.836597111,1.560034422,2.150899588,59861.26953,6.332493973,1,2,-114,0.8332538,1,0
Kenya,KEN,18,1995,2.836597111,1.560034422,2.150899588,57315.67188,7.285677606,1,2,-117,0.8332538,1,0
Kenya,KEN,18,1996,2.836597111,1.560034422,2.150899588,60346.72266,5.485357396,1,2,-120,0.8332538,1,0
Kenya,KEN,18,1997,2.836597111,1.560034422,2.150899588,60655.71875,4.726059182,1,2,-122,0.8332538,1,0
Kenya,KEN,18,1998,3.067612688,1.624575844,2.316780366,61666.45313,4.528323854,1,2,-123,0.8332538,2,1
Kenya,KEN,18,1999,3.067612688,1.624575844,2.316780366,62300.41797,3.258363056,1,2,-124,0.8332538,2,0
Kenya,KEN,18,2000,3.067612688,1.624575844,2.316780366,60896.60547,3.292778166,1,2,-125,0.8332538,2,0
Kenya,KEN,18,2001,3.067612688,1.624575844,2.316780366,61352.56641,3.107644207,1,2,-126,0.8332538,2,0
Kenya,KEN,18,2002,3.067612688,1.624575844,2.316780366,61558.55469,3.707134586,1,2,-122,0.8332538,2,0
Kenya,KEN,18,2009,3.015199493,1.93568572,2.376397143,90031.22656,3.741428436,1,2,-93,0.8332538,3,1
Kyrgyz Republic,KGZ,19,2001,3.469314079,2.665771742,2.940506027,10418.12305,1.067310683,1,0,-20,0.6625953,1,0
Kyrgyz Republic,KGZ,19,2002,3.469314079,2.665771742,2.940506027,9950.008789,2.147518829,1,0,-21,0.6625953,1,0
Kyrgyz Republic,KGZ,19,2003,3.469314079,2.665771742,2.940506027,10733.8916,3.814429276,1,0,-23,0.6625953,1,0
Kyrgyz Republic,KGZ,19,2004,3.469314079,2.665771742,2.940506027,11128.64551,4.498585421,1,0,-25,0.6625953,1,0
Kyrgyz Republic,KGZ,19,2005,3.469314079,2.665771742,2.940506027,10711.40723,4.2158882,1,0,-23,0.6625953,1,0
Kyrgyz Republic,KGZ,19,2006,1.17260788,1.008800059,1.086956522,11506.4375,4.712549929,1,2,-21,0.6625953,2,1
Kyrgyz Republic,KGZ,19,2007,1.17260788,1.008800059,1.086956522,13034.20215,3.845823952,1,2,-19,0.6625953,2,0
Kyrgyz Republic,KGZ,19,2008,1.549942595,1.054867849,1.293894997,14324.44727,6.738428121,1,1,-18,0.6625953,3,1
Kyrgyz Republic,KGZ,19,2009,1.549942595,1.054867849,1.293894997,15148.63086,7.912468623,1,1,-17,0.6625953,3,0
Kyrgyz Republic,KGZ,19,2010,1.549942595,1.054867849,1.293894997,15708.77051,11.27794335,1,1,-15,0.6625953,3,0
Cambodia,KHM,20,1994,2.37388724,2.057409054,2.192417436,11467.44141,.,2,1,-155,0.2969234,1,1
Cambodia,KHM,20,1995,2.37388724,2.057409054,2.192417436,12538.62988,8.326751947,2,1,-154,0.2969234,1,0
Cambodia,KHM,20,1996,2.37388724,2.057409054,2.192417436,12103.81152,8.266182076,2,1,-153,0.2969234,1,0
Cambodia,KHM,20,1997,2.37388724,2.057409054,2.192417436,12951.91602,7.128153749,2,1,-153,0.2969234,1,0
Cambodia,KHM,20,1998,2.37388724,2.057409054,2.192417436,13337.51563,6.556082214,2,1,-157,0.2969234,1,0
Cambodia,KHM,20,1999,2.412317666,1.810882794,2.021116429,14976.36426,3.393557209,2,1,-156,0.2969234,2,1
Cambodia,KHM,20,2000,2.412317666,1.810882794,2.021116429,16009.99512,2.469043972,2,1,-155,0.2969234,2,0
Cambodia,KHM,20,2001,2.412317666,1.810882794,2.021116429,17284.30664,2.53357839,2,1,-154,0.2969234,2,0
Cambodia,KHM,20,2002,2.412317666,1.810882794,2.021116429,18988.26953,2.595009792,2,1,-152,0.2969234,2,0
Cambodia,KHM,20,2003,2.412317666,1.810882794,2.021116429,20522.32422,3.41050264,2,1,-151,0.2969234,2,0
Cambodia,KHM,20,2004,2.298890746,1.437351651,1.790464484,22508.94922,3.203975655,2,1,-150,0.2969234,3,1
Cambodia,KHM,20,2005,2.298890746,1.437351651,1.790464484,25306.48633,1.719834959,2,1,-149,0.2969234,3,0
Cambodia,KHM,20,2006,2.298890746,1.437351651,1.790464484,27406.92578,1.822022528,2,1,-148,0.2969234,3,0
Cambodia,KHM,20,2007,2.298890746,1.437351651,1.790464484,29802.76953,2.245441568,2,1,-147,0.2969234,3,0
Cambodia,KHM,20,2008,2.298890746,1.437351651,1.790464484,33461.08984,3.099840616,2,1,-146,0.2969234,3,0
Cambodia,KHM,20,2009,1.718228279,1.137575348,1.401333576,33897.63672,2.862837743,2,1,-145,0.2969234,4,1
Cambodia,KHM,20,2010,1.718228279,1.137575348,1.401333576,35098.33594,2.695956615,2,1,-144,0.2969234,4,0
Lebanon,LBN,21,1992,2,2,2,12709.81836,0.016514035,1,.,63,0.1348051,1,1
Lebanon,LBN,21,1993,2,2,2,13574.97266,0.008506577,0,.,63,0.1348051,1,0
Lebanon,LBN,21,1997,5.392510866,4.308344179,5.017898069,17468.92969,0.007544301,0,2,63,0.1348051,2,1
Lebanon,LBN,21,1998,5.392510866,4.308344179,5.017898069,20081.17773,0.009139067,0,2,63,0.1348051,2,0
Lebanon,LBN,21,1999,5.392510866,4.308344179,5.017898069,21846.30078,0.00147159,0,2,63,0.1348051,2,0
Lebanon,LBN,21,2000,5.392510866,4.308344179,5.017898069,23674.39648,0.001607124,0,2,63,0.1348051,2,0
Lebanon,LBN,21,2001,2.676659529,2.16065001,2.315593224,27199.08594,0.001535426,0,2,63,0.1348051,3,1
Lebanon,LBN,21,2002,2.676659529,2.16065001,2.315593224,31696.98438,0.001372922,0,2,63,0.1348051,3,0
Lebanon,LBN,21,2003,2.676659529,2.16065001,2.315593224,36129.18359,0.00160304,0,2,63,0.1348051,3,0
Lebanon,LBN,21,2004,2.676659529,2.16065001,2.315593224,43992.03906,0.001471283,0,2,63,0.1348051,3,0
Lebanon,LBN,21,2005,2.676659529,2.16065001,2.315593224,51210.30859,0.001369799,0,2,67,0.1348051,3,0
Lebanon,LBN,21,2006,2.391824818,1.581719729,1.892596483,49971.71484,0.001639543,0,2,70,0.1348051,4,1
Lebanon,LBN,21,2007,2.376904106,1.589312218,1.905535963,54426.29688,0.001391844,0,2,73,0.1348051,4,0
Lebanon,LBN,21,2008,2.36148746,1.597009081,1.918287984,58380.46094,0.001915652,0,2,76,0.1348051,4,0
Lebanon,LBN,21,2009,2.345597709,1.604784749,1.930868586,69853.99219,0.001487449,0,2,80,0.1348051,4,0
Lebanon,LBN,21,2010,1.976357057,1.774569852,1.802816901,73594.82813,0.001550715,0,2,83,0.1348051,5,1
Liberia,LBR,22,1998,1.560064935,1.039888024,1.302297456,839.536499,34.26992938,1,1,-221,0.8299122,1,0
Liberia,LBR,22,1999,1.560064935,1.039888024,1.302297456,1031.637695,23.45870165,1,1,-221,0.8299122,1,0
Liberia,LBR,22,2000,1.560064935,1.039888024,1.302297456,1507.93811,29.43881241,1,1,-221,0.8299122,1,0
Liberia,LBR,22,2001,1.560064935,1.039888024,1.302297456,1877.39917,29.75533358,1,1,-221,0.8299122,1,0
Liberia,LBR,22,2002,1.560064935,1.039888024,1.302297456,2460.698242,40.46676551,1,1,-221,0.8299122,1,0
Liberia,LBR,22,2006,5.535135135,4.620277575,5.074837709,1883.286011,32.69041888,1,2,-213,0.8299122,2,1
Liberia,LBR,22,2007,5.535135135,4.620277575,5.074837709,2012.516602,40.22310933,1,2,-210,0.8299122,2,0
Liberia,LBR,22,2008,5.535135135,4.620277575,5.074837709,2268.010254,44.73975448,1,2,-206,0.8299122,2,0
Liberia,LBR,22,2009,5.535135135,4.620277575,5.074837709,2560.692627,34.25037315,1,2,-203,0.8299122,2,0
Liberia,LBR,22,2010,5.535135135,4.620277575,5.074837709,2791.942383,29.1473802,1,2,-200,0.8299122,2,0
Sri Lanka,LKA,23,1981,1.397594588,1.024863246,1.20907846,32405.26563,0.665475413,2,1,200,0.4670414,1,1
Sri Lanka,LKA,23,1982,1.397594588,1.024863246,1.20907846,32717.49023,0.930182241,2,1,203,0.4670414,1,0
Sri Lanka,LKA,23,1983,1.380976245,1.024499629,1.199550912,34113.60547,0.618099533,1,.,207,0.4670414,1,0
Sri Lanka,LKA,23,1984,1.314518855,1.016629035,1.163295495,37187.49219,0.416029701,1,.,210,0.4670414,1,0
Sri Lanka,LKA,23,1985,1.314518855,1.016629035,1.163295495,41875.00781,0.297599792,1,1,213,0.4670414,1,0
Sri Lanka,LKA,23,1986,1.173745174,1.00500887,1.088582723,45008.42578,0.512449671,1,1,217,0.4670414,1,0
Sri Lanka,LKA,23,1987,1.173745174,1.00500887,1.088582723,46781.73828,0.458943841,1,1,220,0.4670414,1,0
Sri Lanka,LKA,23,1988,1.173745174,1.00500887,1.088582723,47944.1875,0.462214619,1,1,223,0.4670414,1,0
Sri Lanka,LKA,23,1989,1.173745174,1.00500887,1.088582723,49903.02344,0.449054393,1,1,226,0.4670414,1,0
Sri Lanka,LKA,23,1990,2.395217729,1.576337625,1.927480032,51727.96484,0.467031774,1,1,230,0.4670414,2,1
Sri Lanka,LKA,23,1991,2.395217729,1.576337625,1.927480032,52744.89063,0.541072206,1,1,233,0.4670414,2,0
Sri Lanka,LKA,23,1992,2.395217729,1.576337625,1.927480032,57087.51953,0.508323376,1,1,236,0.4670414,2,0
Sri Lanka,LKA,23,1993,2.395217729,1.576337625,1.927480032,61894.22266,0.442217812,1,1,239,0.4670414,2,0
Sri Lanka,LKA,23,1994,2.395217729,1.576337625,1.927480032,65927.98438,0.34440642,1,1,242,0.4670414,2,0
Sri Lanka,LKA,23,1995,2.523050087,2.136724285,2.367208131,69808.54688,0.387053556,1,1,245,0.4670414,3,1
Sri Lanka,LKA,23,1996,2.523050087,2.136724285,2.367208131,75209.61719,0.353077483,1,1,248,0.4670414,3,0
Sri Lanka,LKA,23,1997,2.523050087,2.136724285,2.367208131,78357.67188,0.211594305,1,1,251,0.4670414,3,0
Sri Lanka,LKA,23,1998,2.523050087,2.136724285,2.367208131,83383.69531,0.188090082,1,1,254,0.4670414,3,0
Sri Lanka,LKA,23,1999,2.523050087,2.136724285,2.367208131,81169.44531,0.214152119,1,1,257,0.4670414,3,0
Sri Lanka,LKA,23,2000,2.523050087,2.136724285,2.367208131,81423.22656,0.189001607,1,1,260,0.4670414,3,0
Sri Lanka,LKA,23,2001,2.589249182,2.073071099,2.340910552,81279.39844,0.194974579,1,1,263,0.4670414,4,1
Sri Lanka,LKA,23,2002,2.858287458,2.007341075,2.427645039,84431.24219,0.203372947,1,1,267,0.4670414,5,1
Sri Lanka,LKA,23,2006,2.759908412,2.101074511,2.418648177,104449.6094,0.161277699,1,1,278,0.4670414,6,1
Sri Lanka,LKA,23,2007,2.759908412,2.101074511,2.418648177,114052.7734,0.19470235,1,1,281,0.4670414,6,0
Sri Lanka,LKA,23,2008,2.759908412,2.101074511,2.418648177,122112.0313,0.171812838,1,1,284,0.4670414,6,0
Sri Lanka,LKA,23,2009,2.759908412,2.101074511,2.418648177,140061.6406,0.138140522,1,1,287,0.4670414,6,0
Sri Lanka,LKA,23,2010,2.759908412,2.101074511,2.418648177,154463.375,0.180674018,1,1,289,0.4670414,6,0
Mexico,MEX,24,1977,1.42947739,1.022496887,1.227518819,620620.1875,3.259004154,1,1,-167,0.3051082,1,1
Mexico,MEX,24,1978,1.42947739,1.022496887,1.227518819,678617.5625,2.995742402,1,0,-169,0.3051082,1,0
Mexico,MEX,24,1979,1.42947739,1.022496887,1.227518819,751638.625,8.385210405,1,0,-171,0.3051082,1,0
Mexico,MEX,24,1980,1.760292209,1.063483155,1.42044383,841534.0625,10.26154236,1,0,-174,0.3051082,2,1
Mexico,MEX,24,1981,1.760292209,1.063483155,1.42044383,910000.4375,7.546304081,1,0,-176,0.3051082,2,0
Mexico,MEX,24,1982,1.760292209,1.063483155,1.42044383,901469.5625,7.683574447,1,0,-178,0.3051082,2,0
Mexico,MEX,24,1983,1.717475311,1.069300018,1.395647916,849505.0625,11.89901594,1,0,-180,0.3051082,3,1
Mexico,MEX,24,1984,1.717475311,1.069300018,1.395647916,862310.0625,9.524648979,1,0,-182,0.3051082,3,0
Mexico,MEX,24,1985,1.717475311,1.069300018,1.395647916,868862.5,8.538265946,1,0,-184,0.3051082,3,0
Mexico,MEX,24,1986,1.811863748,1.080929334,1.451314985,808745.375,4.125199318,1,0,-186,0.3051082,4,1
Mexico,MEX,24,1987,1.811863748,1.080929334,1.451314985,826036.8125,7.146017285,1,0,-188,0.3051082,4,0
Mexico,MEX,24,1988,1.811863748,1.080929334,1.451314985,809091,4.908418449,1,0,-188,0.3051082,4,0
Mexico,MEX,24,1989,2.574082082,1.78243911,2.058118504,837009.875,6.052311536,1,0,-188,0.3051082,5,1
Mexico,MEX,24,1990,2.574082082,1.78243911,2.058118504,882730.3125,6.982509351,1,0,-188,0.3051082,5,0
Mexico,MEX,24,1991,2.574082082,1.78243911,2.058118504,914603.125,3.131441306,1,0,-188,0.3051082,5,0
Mexico,MEX,24,1992,2.574082082,1.78243911,2.058118504,949889.5625,2.912743228,1,0,-188,0.3051082,5,0
Mexico,MEX,24,1993,2.574082082,1.78243911,2.058118504,963568.3125,1.991610906,1,0,-188,0.3051082,5,0
Mexico,MEX,24,1994,2.574082082,1.78243911,2.058118504,1009288,1.782836528,1,0,-185,0.3051082,5,0
Mexico,MEX,24,1995,2.287240856,1.403911392,1.787029886,929126.875,3.10401181,1,0,-183,0.3051082,6,1
Mexico,MEX,24,1996,2.287240856,1.403911392,1.787029886,975558.3125,3.594968429,1,0,-181,0.3051082,6,0
Mexico,MEX,24,1997,2.287240856,1.403911392,1.787029886,1046858.438,2.766195813,1,0,-177,0.3051082,6,0
Mexico,MEX,24,1998,2.849652342,1.9942438,2.307299901,1094161,1.242462434,1,0,-173,0.3051082,7,1
Mexico,MEX,24,1999,2.849652342,1.9942438,2.307299901,1153444.25,1.951476705,1,0,-170,0.3051082,7,0
Mozambique,MOZ,25,1995,2.135583954,1.921265203,1.991972897,6723.376953,22.41430489,1,1,-90,0.6549301,1,1
Mozambique,MOZ,25,1996,2.135583954,1.921265203,1.991972897,8570.316406,15.83894918,1,1,-87,0.6549301,1,0
Mozambique,MOZ,25,1997,2.135583954,1.921265203,1.991972897,10067.85742,12.33804889,1,1,-84,0.6549301,1,0
Mozambique,MOZ,25,1998,2.135583954,1.921265203,1.991972897,10914.94336,11.08214825,1,1,-81,0.6549301,1,0
Mozambique,MOZ,25,1999,2.135583954,1.921265203,1.991972897,10778.10352,6.687884234,1,1,-78,0.6549301,1,0
Mozambique,MOZ,25,2000,1.991841418,1.868962877,1.879699248,11768.16992,7.001052152,1,1,-75,0.6549301,2,1
Mozambique,MOZ,25,2001,1.991841418,1.868962877,1.879699248,12876.33105,7.09622271,1,1,-72,0.6549301,2,0
Mozambique,MOZ,25,2002,1.991841418,1.868962877,1.879699248,14865.46191,8.045499509,1,1,-69,0.6549301,2,0
Mozambique,MOZ,25,2003,1.991841418,1.868962877,1.879699248,16081.80762,11.37794459,1,1,-67,0.6549301,2,0
Mozambique,MOZ,25,2004,1.991841418,1.868962877,1.879699248,17711.52734,8.399807703,1,1,-64,0.6549301,2,0
Mozambique,MOZ,25,2005,1.854599407,1.445764249,1.5625,19260.89258,8.106519471,1,1,-61,0.6549301,3,1
Mozambique,MOZ,25,2006,1.854599407,1.445764249,1.5625,20636.39844,8.17526545,1,1,-58,0.6549301,3,0
Mozambique,MOZ,25,2009,1.854599407,1.445764249,1.5625,23034.60156,10.25011808,1,1,-50,0.6549301,3,0
Mozambique,MOZ,25,2010,1.596587135,1.108693218,1.325489409,22839.84766,9.863498914,1,1,-48,0.6549301,4,1
Mauritania,MRT,26,1993,1.364749617,1.025068657,1.190788338,4692.51709,6.428683867,1,2,-167,0.5803233,1,1
Mauritania,MRT,26,1994,1.364749617,1.025068657,1.190788338,4913.953125,5.808458705,1,2,-171,0.5803233,1,0
Mauritania,MRT,26,1995,1.364749617,1.025068657,1.190788338,4805.055664,7.300852309,1,2,-175,0.5803233,1,0
Mauritania,MRT,26,1996,1.364749617,1.025068657,1.190788338,5326.582031,8.331054983,1,2,-178,0.5803233,1,0
Mauritania,MRT,26,1997,1.231209312,1.006800919,1.119297551,5106.453613,9.154085654,1,2,-182,0.5803233,2,1
Mauritania,MRT,26,1998,1.231209312,1.006800919,1.119297551,5213.314453,14.26049325,1,2,-185,0.5803233,2,0
Mauritania,MRT,26,1999,1.231209312,1.006800919,1.119297551,5575.086914,9.59652985,1,2,-189,0.5803233,2,0
Mauritania,MRT,26,2000,1.231209312,1.006800919,1.119297551,5586.70459,12.48276453,1,2,-192,0.5803233,2,0
Mauritania,MRT,26,2001,1.231209312,1.006800919,1.119297551,5663.20166,12.94104396,1,2,-196,0.5803233,2,0
Mauritania,MRT,26,2002,1.561027837,1.039740656,1.302753917,6147.560059,11.86450434,1,2,-199,0.5803233,3,1
Mauritania,MRT,26,2003,1.561027837,1.039740656,1.302753917,6625.316406,13.06505047,1,2,-202,0.5803233,3,0
Mauritania,MRT,26,2004,1.561027837,1.039740656,1.302753917,6710.550781,14.08082038,1,2,-206,0.5803233,3,0
Mauritania,MRT,26,2007,4.100408905,1.96874722,3.108557311,9321.009766,52.50307337,1,2,-208,0.5803233,4,1
Malawi,MWI,27,2001,2.659356514,2.000088408,2.244910982,8966.631836,9.807559841,1,2,-166,0.6202697,1,1
Malawi,MWI,27,2002,2.659356514,2.000088408,2.244910982,10624.87988,5.735604258,1,2,-163,0.6202697,1,0
Malawi,MWI,27,2003,2.659356514,2.000088408,2.244910982,10925.76563,8.613257765,1,2,-161,0.6202697,1,0
Malawi,MWI,27,2004,2.659356514,2.000088408,2.244910982,12338.26367,6.355805142,1,2,-157,0.6202697,1,0
Malawi,MWI,27,2005,4.43373494,3.612861083,4.07505746,12804.45996,6.656870478,1,2,-154,0.6202697,2,1
Malawi,MWI,27,2006,4.43373494,3.612861083,4.07505746,13425.47559,6.700552009,1,2,-151,0.6202697,2,0
Malawi,MWI,27,2007,4.463936351,3.638071684,4.098948407,16006.64453,7.872641192,1,2,-148,0.6202697,2,0
Malawi,MWI,27,2008,4.444805195,3.634557261,4.11696558,16824.79492,8.623541338,1,2,-144,0.6202697,2,0
Malawi,MWI,27,2009,4.424692954,3.63079029,4.134267766,15075.69336,6.879976853,1,2,-141,0.6202697,2,0
Malawi,MWI,27,2010,2.340330963,1.332869831,1.894346659,15230.08887,5.769015434,1,2,-138,0.6202697,3,1
Malaysia,MYS,28,1975,1.124513619,1.004375539,1.0625,58085.87891,28.47952313,2,2,117,0.6515211,1,1
Malaysia,MYS,28,1976,1.124513619,1.004375539,1.0625,69440.82813,28.50635281,2,2,120,0.6515211,1,0
Malaysia,MYS,28,1977,1.124513619,1.004375539,1.0625,75929.28125,30.15167823,2,2,123,0.6515211,1,0
Malaysia,MYS,28,1978,1.124513619,1.004375539,1.0625,79581.45313,25.8915605,2,2,126,0.6515211,1,0
Malaysia,MYS,28,1979,1.359550562,1.022056455,1.188005007,89736.78125,37.64567211,2,2,129,0.6515211,2,1
Malaysia,MYS,28,1980,1.359550562,1.022056455,1.188005007,97263.33594,37.03989717,2,2,132,0.6515211,2,0
Malaysia,MYS,28,1981,1.359550562,1.022056455,1.188005007,97758.3125,25.40263241,2,2,135,0.6515211,2,0
Malaysia,MYS,28,1982,1.342028321,1.021696496,1.178064349,102362.0469,29.44219569,2,2,137,0.6515211,3,1
Malaysia,MYS,28,1983,1.349032992,1.011970941,1.183562896,109575.7656,28.30036511,2,2,140,0.6515211,3,0
Malaysia,MYS,28,1984,1.349032992,1.011970941,1.183562896,122494.2734,20.28490371,2,2,143,0.6515211,3,0
Malaysia,MYS,28,1985,1.349032992,1.011970941,1.183562896,117178.9375,20.79637246,2,2,145,0.6515211,3,0
Malaysia,MYS,28,1986,1.349032992,1.011970941,1.183562896,107100.9375,22.18151498,2,2,148,0.6515211,3,0
Malaysia,MYS,28,1987,3.275378986,1.916352762,2.563236696,116991.6172,27.05576347,2,2,151,0.6515211,4,1
Malaysia,MYS,28,1988,3.275378986,1.916352762,2.563236696,128676.0156,23.81759161,2,2,153,0.6515211,4,0
Malaysia,MYS,28,1989,3.275378986,1.916352762,2.563236696,138301.1094,26.89541233,2,2,156,0.6515211,4,0
Malaysia,MYS,28,1990,3.275378986,1.916352762,2.563236696,149931.2813,25.65314525,2,2,158,0.6515211,4,0
Malaysia,MYS,28,1991,4.031192661,2.162986281,3.097443977,163420.5469,20.39221319,2,2,161,0.6515211,5,1
Malaysia,MYS,28,1992,4.031192661,2.162986281,3.097443977,178046.9063,19.19360324,2,2,163,0.6515211,5,0
Malaysia,MYS,28,1993,4.031192661,2.162986281,3.097443977,196483.6875,16.15333219,2,2,166,0.6515211,5,0
Malaysia,MYS,28,1994,4.031192661,2.162986281,3.097443977,216799.7188,14.21997495,2,2,168,0.6515211,5,0
Malaysia,MYS,28,1995,4.031192661,2.162986281,3.097443977,241552.7344,12.83370528,2,2,170,0.6515211,5,0
Malaysia,MYS,28,1996,4.173211044,2.08566482,3.169139684,267521.875,11.21072816,2,2,172,0.6515211,6,1
Malaysia,MYS,28,1997,4.173211044,2.08566482,3.169139684,284577.4688,9.33506512,2,2,174,0.6515211,6,0
Malaysia,MYS,28,1998,4.173211044,2.08566482,3.169139684,271759.5313,8.258513654,2,2,175,0.6515211,6,0
Malaysia,MYS,28,1999,4.173211044,2.08566482,3.169139684,290796.4063,8.082151134,2,2,177,0.6515211,6,0
Malaysia,MYS,28,2000,4.447641791,2.694617905,3.561112039,313641.125,9.795208187,2,2,179,0.6515211,7,1
Malaysia,MYS,28,2001,4.447641791,2.694617905,3.561112039,309092.5313,8.286982864,2,2,181,0.6515211,7,0
Malaysia,MYS,28,2002,4.447641791,2.694617905,3.561112039,327827.2813,7.954251824,2,2,182,0.6515211,7,0
Malaysia,MYS,28,2003,4.447641791,2.694617905,3.561112039,353567.0938,9.945075341,2,2,184,0.6515211,7,0
Malaysia,MYS,28,2004,4.447641791,2.694617905,3.561112039,384413.2188,9.166278463,2,2,186,0.6515211,7,0
Malaysia,MYS,28,2005,1.21731516,1.006024936,1.111827227,417429.7188,11.27935494,2,2,187,0.6515211,8,1
Malaysia,MYS,28,2006,1.21731516,1.006024936,1.111827227,446472.8438,12.24622834,2,2,189,0.6515211,8,0
Malaysia,MYS,28,2007,1.21731516,1.006024936,1.111827227,479021.5313,11.39334008,2,2,191,0.6515211,8,0
Malaysia,MYS,28,2008,1.21731516,1.006024936,1.111827227,531528.875,12.28595289,2,2,194,0.6515211,8,0
Malaysia,MYS,28,2009,2.253085855,1.234228638,1.729174883,515838.6563,8.480998083,2,2,197,0.6515211,9,1
Malaysia,MYS,28,2010,2.253085855,1.234228638,1.729174883,557157.1875,8.382040422,2,2,200,0.6515211,9,0
Nigeria,NGA,29,2000,2.220598043,1.370466565,1.729074119,93484.72656,38.11902552,1,2,-53,0.8689318,1,1
Nigeria,NGA,29,2001,2.220598043,1.370466565,1.729074119,115578.8125,31.4596243,1,2,-50,0.8689318,1,0
Nigeria,NGA,29,2002,2.220598043,1.370466565,1.729074119,143627.8438,21.90151181,1,2,-48,0.8689318,1,0
Nigeria,NGA,29,2003,2.220598043,1.370466565,1.729074119,204733.0469,23.55915252,1,2,-46,0.8689318,1,0
Nigeria,NGA,29,2004,2.155330118,1.372818702,1.710846391,308065.2813,27.84961306,1,2,-44,0.8689318,2,1
Nigeria,NGA,29,2005,2.155330118,1.372818702,1.710846391,481788.9063,32.88429196,1,2,-41,0.8689318,2,0
Nigeria,NGA,29,2006,2.155330118,1.372818702,1.710846391,507544.4063,29.03479681,1,2,-39,0.8689318,2,0
Nigeria,NGA,29,2007,2.155330118,1.372818702,1.710846391,654291.8125,28.05712992,1,2,-37,0.8689318,2,0
Nigeria,NGA,29,2008,1.797628844,1.128651002,1.444695164,672712.9375,29.13872494,1,2,-35,0.8689318,3,1
Nigeria,NGA,29,2009,1.797628844,1.128651002,1.444695164,743788.3125,18.3046136,1,2,-33,0.8689318,3,0
Nigeria,NGA,29,2010,1.797628844,1.128651002,1.444695164,824691.25,13.79803325,1,2,-31,0.8689318,3,0
Nepal,NPL,30,1993,2.457746067,1.718537493,2.042421859,22428.76367,1.523479997,2,2,-215,0.6992369,1,1
Nepal,NPL,30,1994,2.457746067,1.718537493,2.042421859,25485.31055,1.200027148,2,2,-212,0.6992369,1,0
Nepal,NPL,30,1995,2.774110502,2.356016124,2.617820674,26574.42773,1.388811488,2,2,-209,0.6992369,2,1
